EMPLOYER_NAME,target,value,source,pay,index,odd
"FACEBOOK, INC.",Facebook,1,SAN MATEO COUNTY,170000,1570,0
"FACEBOOK, INC.",Facebook,1,SAN MATEO COUNTY,181076.8,1572,0
"FACEBOOK, INC.",Facebook,1,SAN MATEO COUNTY,140000,1574,0
"FACEBOOK, INC.",Facebook,1,SAN MATEO COUNTY,132762.47,1576,0
"FACEBOOK, INC.",Facebook,1,SAN MATEO COUNTY,135000,1578,0
"FACEBOOK, INC.",Facebook,1,SAN MATEO COUNTY,150000,1580,0
"FACEBOOK, INC.",Facebook,1,SAN MATEO COUNTY,150000,1582,0
"FACEBOOK, INC.",Facebook,1,SAN MATEO COUNTY,135139.45,1584,0
"FACEBOOK, INC.",Facebook,1,SAN MATEO COUNTY,120000,1586,0
"FACEBOOK, INC.",Facebook,1,SAN MATEO COUNTY,115112.25,1588,0
"FACEBOOK, INC.",Facebook,1,SAN MATEO COUNTY,140000,1590,0
"FACEBOOK, INC.",Facebook,1,SAN MATEO COUNTY,170000,1592,0
"FACEBOOK, INC.",Facebook,1,SAN MATEO COUNTY,178000,1594,0
"FACEBOOK, INC.",Facebook,1,SAN MATEO COUNTY,200000,1596,0
"FACEBOOK, INC.",Facebook,1,SAN MATEO COUNTY,167879.25,1598,0
"FACEBOOK, INC.",Facebook,1,SAN MATEO COUNTY,245694.8,1600,0
"FACEBOOK, INC.",Facebook,1,SAN MATEO COUNTY,100000,1602,0
"FACEBOOK, INC.",Facebook,1,SAN MATEO COUNTY,231109.75,1604,0
"FACEBOOK, INC.",Facebook,1,SAN MATEO COUNTY,145000,1606,0
"FACEBOOK, INC.",Facebook,1,SAN MATEO COUNTY,137470.34,1608,0
"FACEBOOK, INC.",Facebook,1,SAN MATEO COUNTY,102600,1610,0
"FACEBOOK, INC.",Facebook,1,SAN MATEO COUNTY,150000,1612,0
"FACEBOOK, INC.",Facebook,1,SAN MATEO COUNTY,150000,1614,0
"FACEBOOK, INC.",Facebook,1,SAN MATEO COUNTY,164221.75,1616,0
"FACEBOOK, INC.",Facebook,1,SAN MATEO COUNTY,106127,1618,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,96000,1620,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,140000,1622,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,143000,1624,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135000,1626,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115000,1628,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,157000,1630,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,125000,1632,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,145000,1634,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000,1636,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,80000,1638,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,165000,1640,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,152800,1642,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,150000,1644,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,137000,1646,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,200000,1648,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000,1650,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000,1652,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,145000,1654,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,175000,1656,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,194000,1658,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,1660,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000,1662,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135000,1664,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000,1666,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,153000,1668,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,125000,1670,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000,1672,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000,1674,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000,1676,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100000,1678,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,75000,1680,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,145300,1682,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000,1684,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,145000,1686,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,150000,1688,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,75000,1690,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,169000,1692,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000,1694,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000,1696,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,150000,1698,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,140000,1700,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100000,1702,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,141000,1704,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,125000,1706,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,176550,1708,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,104080,1710,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,129000,1712,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,107000,1714,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,1716,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,181300,1718,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,140000,1720,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,112000,1722,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,112000,1724,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,1726,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,1728,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,150000,1730,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135000,1732,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,127000,1734,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,181300,1736,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,127000,1738,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,172000,1740,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,162000,1742,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000,1744,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,165000,1746,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135960,1748,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,1750,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,161300,1752,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,108000,1754,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,127000,1756,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135000,1758,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,109000,1760,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,1762,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100900,1764,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,129000,1766,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,1768,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,1770,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,145000,1772,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,85000,1774,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,138000,1776,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,133000,1778,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,125000,1780,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,204000,1782,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,1784,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,167315,1786,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000,1788,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,1790,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,1792,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130301,1794,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,170000,1796,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,95000,1798,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,182000,1800,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,1802,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,127000,1804,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,1806,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,1808,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,165000,1810,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,123406,1812,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,156600,1814,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,1816,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,158000,1818,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,1820,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,124000,1822,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,1824,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,127000,1826,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,1828,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,1830,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,127000,1832,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000,1834,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,1836,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,1838,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120900,1840,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,193000,1842,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,1844,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,1846,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,1848,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,103000,1850,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000,1852,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,1854,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100000,1856,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,1858,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,217200,1860,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,137500,1862,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,231000,1864,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,1866,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000,1868,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000,1870,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,150000,1872,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,111154,1874,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,1876,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,127000,1878,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,1880,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,127000,1882,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105300,1884,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000,1886,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,139623,1888,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000,1890,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,144000,1892,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,1894,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000,1896,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,1898,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,1900,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,109000,1902,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,127000,1904,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,211000,1906,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000,1908,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,108900,1910,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,1912,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,119900,1914,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000,1916,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,1918,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,1920,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,88000,1922,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,1924,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,1926,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,159400,1928,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115000,1930,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,180000,1932,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,127000,1934,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,1936,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,133000,1938,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130200,1940,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115000,1942,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,127000,1944,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,1946,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,150000,1948,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,162000,1950,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105800,1952,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,99200,1954,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,128000,1956,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000,1958,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,126200,1960,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,1962,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,1964,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000,1966,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000,1968,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,1970,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,109400,1972,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,1974,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000,1976,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,175000,1978,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,95000,1980,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,1982,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,108500,1984,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100000,1986,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,109200,1988,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,1990,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,175000,1992,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,208000,1994,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,127000,1996,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,129403,1998,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,2000,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100000,2002,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,145000,2004,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135000,2006,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135000,2008,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,117700,2010,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000,2012,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110200,2014,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,164500,2016,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,127700,2018,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,127000,2020,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,2022,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,108000,2024,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,2026,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000,2028,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,184000,2030,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115000,2032,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,2034,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,175000,2036,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132500,2038,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100000,2040,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,2042,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,139000,2044,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000,2046,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,117500,2048,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000,2050,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,93000,2052,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,144000,2054,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,192102,2056,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,122000,2058,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000,2060,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,151900,2062,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,185000,2064,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115000,2066,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,140000,2068,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,165000,2070,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000,2072,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,126000,2074,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,198900,2076,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,2078,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,137500,2080,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,2082,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,146015,2084,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,2086,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,2088,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,117600,2090,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,125000,2092,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115000,2094,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,148800,2096,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,125000,2098,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,157700,2100,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,125000,2102,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000,2104,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135000,2106,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000,2108,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100000,2110,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,148800,2112,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,2114,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,150000,2116,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135000,2118,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,134000,2120,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,155000,2122,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,2124,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,112000,2126,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100000,2128,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,2130,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100000,2132,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,2134,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,2136,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100000,2138,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100000,2140,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,2142,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100000,2144,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100000,2146,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100000,2148,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,175000,2150,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,129000,2152,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,2154,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000,2156,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135000,2158,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,2160,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000,2162,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,225500,2164,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130200,2166,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,2168,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000,2170,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,148000,2172,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,2174,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000,2176,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,2178,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,2180,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115000,2182,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,133000,2184,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,113500,2186,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,2188,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,2190,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,150000,2192,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,145000,2194,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,2196,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,140000,2198,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,125000,2200,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,2202,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,145000,2204,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,2206,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,2208,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,2210,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000,2212,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,142000,2214,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000,2216,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,190000,2218,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000,2220,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135800,2222,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,125000,2224,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115000,2226,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,89271,2228,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000,2230,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000,2232,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135000,2234,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135000,2236,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100000,2238,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,142500,2240,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,145000,2242,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,171000,2244,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135000,2246,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,133000,2248,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,125000,2250,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000,2252,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,190000,2254,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120200,2256,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,138000,2258,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,139000,2260,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,165000,2262,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,133300,2264,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,138000,2266,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,87000,2268,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,136240,2270,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,131178,2272,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,166000,2274,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135100,2276,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,145000,2278,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132100,2280,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,145000,2282,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,133300,2284,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,136400,2286,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,154450,2288,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,126232,2290,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,133200,2292,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,134180,2294,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,145000,2296,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000,2298,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,116500,2300,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,150500,2302,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,136000,2304,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100000,2306,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,2308,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,118000,2310,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130800,2312,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,2314,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,125000,2316,0
