EMPLOYER_NAME,target,value,source,pay,index,odd
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000,4101,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,93000,4103,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,170000,4105,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,144000,4107,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,161000,4109,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,192102,4111,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000,4113,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,122000,4115,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,127000,4117,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000,4119,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,4121,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,151900,4123,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,4125,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,185000,4127,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,102000,4129,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115000,4131,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,125000,4133,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,140000,4135,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,127000,4137,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,165000,4139,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,125000,4141,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000,4143,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000,4145,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,126000,4147,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,155000,4149,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,198900,4151,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,4153,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,4155,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,4157,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,137500,4159,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,150000,4161,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,4163,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,4165,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,146015,4167,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000,4169,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,4171,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,153000,4173,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,4175,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132500,4177,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,117600,4179,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000,4181,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,125000,4183,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,4185,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115000,4187,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,114800,4189,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,148800,4191,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000,4193,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,125000,4195,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,153000,4197,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,157700,4199,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,154153,4201,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,125000,4203,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100000,4205,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000,4207,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,4209,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135000,4211,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,133000,4213,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000,4215,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000,4217,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100000,4219,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,140000,4221,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,148800,4223,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,136500,4225,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,4227,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000,4229,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,150000,4231,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,4233,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135000,4235,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,170000,4237,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,134000,4239,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,154800,4241,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,155000,4243,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,156000,4245,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,4247,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,140000,4249,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,112000,4251,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115000,4253,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100000,4255,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,4257,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,4259,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100000,4261,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100000,4263,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100000,4265,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,4267,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100000,4269,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,4271,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,4273,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100000,4275,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,150000,4277,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100000,4279,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100000,4281,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,4283,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,4285,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100000,4287,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135000,4289,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100000,4291,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100000,4293,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100000,4295,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,242000,4297,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,175000,4299,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,145000,4301,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,129000,4303,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,160000,4305,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,4307,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,210000,4309,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000,4311,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,4313,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135000,4315,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,4317,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,4319,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,147000,4321,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000,4323,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,4325,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,225500,4327,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,127000,4329,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130200,4331,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,137000,4333,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,4335,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,174000,4337,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000,4339,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115000,4341,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,148000,4343,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,4345,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,4347,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115000,4349,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000,4351,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,4353,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,4355,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,243000,4357,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,4359,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,4361,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115000,4363,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,4365,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,133000,4367,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,149805,4369,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,113500,4371,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000,4373,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,4375,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,4377,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,4379,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,4381,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,150000,4383,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,4385,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,145000,4387,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,4389,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,4391,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000,4393,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,140000,4395,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,160000,4397,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,125000,4399,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115000,4401,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,4403,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,4405,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,145000,4407,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000,4409,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,4411,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000,4413,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,4415,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,140000,4417,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,4419,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,75000,4421,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000,4423,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,141100,4425,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,142000,4427,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,167400,4429,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000,4431,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,133000,4433,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,190000,4435,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,124000,4437,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000,4439,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,131000,4441,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135800,4443,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,165000,4445,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,125000,4447,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135000,4449,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115000,4451,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,168000,4453,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,89271,4455,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,145000,4457,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000,4459,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,4461,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000,4463,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,125000,4465,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135000,4467,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,133300,4469,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135000,4471,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,122290,4473,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100000,4475,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,171000,4477,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,142500,4479,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,275000,4481,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,145000,4483,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000,4485,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,171000,4487,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,136000,4489,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135000,4491,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,116140,4493,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,133000,4495,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,127800,4497,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,125000,4499,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,145000,4501,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000,4503,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,144000,4505,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,190000,4507,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,137500,4509,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120200,4511,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,165000,4513,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,138000,4515,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,190000,4517,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,139000,4519,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,136400,4521,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,165000,4523,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,133068,4525,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,133300,4527,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,133000,4529,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,138000,4531,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130200,4533,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,87000,4535,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,133300,4537,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,136240,4539,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,139500,4541,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,131178,4543,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,178000,4545,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,166000,4547,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,90000,4549,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135100,4551,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,142358,4553,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,145000,4555,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,98000,4557,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132100,4559,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,140000,4561,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,145000,4563,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,133000,4565,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,133300,4567,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,170000,4569,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,136400,4571,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,139500,4573,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,154450,4575,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,154500,4577,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,126232,4579,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,165000,4581,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,133200,4583,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,134970,4585,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,134180,4587,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,155000,4589,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,145000,4591,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,143600,4593,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000,4595,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000,4597,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,116500,4599,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000,4601,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,150500,4603,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,155000,4605,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,136000,4607,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,214000,4609,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100000,4611,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,162000,4613,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,105000,4615,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,109762,4617,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,118000,4619,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,144500,4621,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130800,4623,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100000,4625,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,4627,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,164800,4629,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,125000,4631,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,118300,4633,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115000,4635,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115000,4637,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,125000,4639,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,138700,4641,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,4643,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,119000,4645,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,121800,4647,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,125000,4649,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,195000,4651,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,155000,4653,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135000,4655,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,129000,4657,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,132000,4659,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000,4661,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,236000,4663,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,125000,4665,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000,4667,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,159200,4669,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,142600,4671,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,180400,4673,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000,4675,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130245,4677,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,4679,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,117000,4681,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,133000,4683,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,126860,4685,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,125000,4687,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,137976,4689,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,129234,4691,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,204000,4693,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,219000,4695,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,138865,4697,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,245000,4699,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,155000,4701,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,125000,4703,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,128000,4705,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000,4707,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,203500,4709,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,148800,4711,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,147300,4713,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000,4715,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115000,4717,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000,4719,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115000,4721,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,106400,4723,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000,4725,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,193000,4727,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,136400,4729,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,4731,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115000,4733,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,150000,4735,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000,4737,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,165000,4739,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135638,4741,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115000,4743,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,112794,4745,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,125700,4747,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135000,4749,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,4751,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,175000,4753,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,122000,4755,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,138000,4757,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,124000,4759,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,125000,4761,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,147100,4763,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,135000,4765,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,145300,4767,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,147500,4769,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,152625,4771,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,140000,4773,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,148000,4775,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,162000,4777,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000,4779,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,122000,4781,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,165000,4783,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,163800,4785,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115000,4787,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,138000,4789,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115000,4791,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,134970,4793,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,155264,4795,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,104400,4797,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000,4799,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,140000,4801,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110000,4803,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,117000,4805,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,128800,4807,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,116000,4809,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,153000,4811,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,174000,4813,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000,4815,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,171000,4817,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,107000,4819,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,110307,4821,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,123000,4823,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100000,4825,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,100000,4827,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,130000,4829,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,120000,4831,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,125000,4833,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,143000,4835,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,145000,4837,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,129540,4839,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,150000,4841,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,125000,4843,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,140000,4845,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,180000,4847,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,115000,4849,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,171000,4851,0
GOOGLE INC.,Google,1,SANTA CLARA COUNTY,140000,4853,0
