EMPLOYER_NAME,target,value,source,pay,index,odd
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,93739,6357,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239,6359,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,92239,6361,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,104042,6363,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73088,6365,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471,6367,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,90739,6369,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89389,6371,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,84003,6373,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,68897,6375,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89739,6377,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,125157,6379,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,110000,6381,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,92239,6383,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,110000,6385,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,86890,6387,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,86240,6389,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,92739,6391,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73088,6393,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239,6395,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492,6397,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239,6399,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64016,6401,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,74214,6403,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,132505,6405,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,141037,6407,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,90739,6409,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,75917,6411,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64016,6413,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89389,6415,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,92389,6417,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,100006,6419,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,105200,6421,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,90739,6423,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73088,6425,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,92489,6427,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239,6429,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239,6431,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492,6433,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492,6435,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,106391,6437,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,74214,6439,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471,6441,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,107402,6443,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,90739,6445,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89739,6447,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471,6449,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,139054,6451,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,86890,6453,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,104042,6455,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,102810,6457,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239,6459,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,102810,6461,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239,6463,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89389,6465,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,122707,6467,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492,6469,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,95238,6471,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89739,6473,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,104042,6475,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,104902,6477,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89739,6479,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,75917,6481,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239,6483,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471,6485,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,105680,6487,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,103958,6489,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239,6491,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,62714,6493,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,86890,6495,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,104902,6497,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239,6499,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,75917,6501,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239,6503,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,80419,6505,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73088,6507,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89389,6509,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64016,6511,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471,6513,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239,6515,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,86890,6517,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,91239,6519,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239,6521,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471,6523,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88234,6525,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,95000,6527,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,107880,6529,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,98176,6531,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,90739,6533,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89389,6535,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,92389,6537,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,92389,6539,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,125157,6541,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,103958,6543,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,90739,6545,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,104042,6547,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64905,6549,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,106689,6551,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,75917,6553,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239,6555,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73088,6557,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73088,6559,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,150461,6561,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89739,6563,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492,6565,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,74705,6567,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,79971,6569,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,74705,6571,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89389,6573,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,115000,6575,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,91239,6577,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,86890,6579,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,80643,6581,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239,6583,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239,6585,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64016,6587,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,129356,6589,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89989,6591,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,106082,6593,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,106828,6595,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,62841,6597,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,62841,6599,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,72549,6601,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,103958,6603,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,90989,6605,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,75917,6607,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,92643,6609,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,62841,6611,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,90739,6613,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,90739,6615,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239,6617,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64668,6619,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,91239,6621,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89739,6623,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239,6625,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,103958,6627,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239,6629,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471,6631,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89389,6633,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,90739,6635,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,96738,6637,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471,6639,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471,6641,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,103958,6643,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64799,6645,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73381,6647,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492,6649,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363,6651,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89389,6653,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73088,6655,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492,6657,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,103958,6659,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89489,6661,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,75917,6663,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471,6665,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,62841,6667,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,101088,6669,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,75109,6671,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471,6673,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,86890,6675,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,101088,6677,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492,6679,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471,6681,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471,6683,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64799,6685,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73088,6687,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492,6689,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239,6691,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64016,6693,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,75917,6695,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363,6697,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,90739,6699,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89389,6701,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64016,6703,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471,6705,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,112430,6707,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,75917,6709,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,107880,6711,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,72078,6713,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64016,6715,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492,6717,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492,6719,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73088,6721,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89989,6723,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64016,6725,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,125307,6727,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,124807,6729,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,75109,6731,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73088,6733,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,123407,6735,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492,6737,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,93988,6739,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,109667,6741,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363,6743,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64016,6745,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,98000,6747,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,107880,6749,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239,6751,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,92389,6753,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471,6755,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363,6757,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,65994,6759,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,75109,6761,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89389,6763,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,86240,6765,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,81763,6767,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,99986,6769,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,69855,6771,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64016,6773,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,75917,6775,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,75917,6777,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73694,6779,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471,6781,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363,6783,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64016,6785,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492,6787,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64016,6789,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,92239,6791,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64016,6793,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492,6795,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,124609,6797,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471,6799,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363,6801,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89389,6803,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471,6805,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239,6807,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,72280,6809,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,72280,6811,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363,6813,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492,6815,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,72280,6817,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64016,6819,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64668,6821,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471,6823,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,75109,6825,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,62841,6827,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471,6829,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,75917,6831,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471,6833,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,86890,6835,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,124807,6837,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,72280,6839,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239,6841,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73088,6843,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64799,6845,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,65994,6847,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73088,6849,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492,6851,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492,6853,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492,6855,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239,6857,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,90739,6859,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471,6861,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64668,6863,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64016,6865,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,67083,6867,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363,6869,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363,6871,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64016,6873,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239,6875,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492,6877,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471,6879,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471,6881,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471,6883,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,62841,6885,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,90739,6887,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492,6889,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239,6891,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89739,6893,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,74705,6895,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,125157,6897,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,102810,6899,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363,6901,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,75254,6903,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,84003,6905,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,95238,6907,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,62841,6909,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363,6911,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492,6913,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,102523,6915,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471,6917,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89040,6919,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,90989,6921,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,75878,6923,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,72341,6925,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89739,6927,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,107880,6929,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,62841,6931,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,74705,6933,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492,6935,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,91239,6937,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,86890,6939,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73088,6941,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89389,6943,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73088,6945,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,72341,6947,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,80643,6949,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,86890,6951,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,62841,6953,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,102810,6955,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239,6957,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,90739,6959,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,72341,6961,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89389,6963,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492,6965,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89389,6967,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471,6969,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,62841,6971,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,102810,6973,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,106391,6975,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,145796,6977,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64016,6979,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,75254,6981,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,62841,6983,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363,6985,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363,6987,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,72549,6989,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,101088,6991,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73492,6993,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,62841,6995,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88489,6997,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363,6999,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471,7001,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,62841,7003,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,105498,7005,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,72280,7007,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73088,7009,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,89389,7011,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,86990,7013,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,74214,7015,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,88239,7017,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363,7019,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,73381,7021,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64016,7023,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64016,7025,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,64016,7027,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363,7029,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,71471,7031,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,63363,7033,0
INFOSYS LIMITED,Infosys,1,SANTA CLARA COUNTY,62841,7035,0
